Date,Open,High,Low,Close,Volume
2017/12/18,6980.39990234375,7003.89013671875,6975.5400390625,6994.759765625,2150580000
2017/12/19,6991.25,6995.8798828125,6951.490234375,6963.85009765625,2084190000
2017/12/20,6991.25,6991.25,6935.419921875,6960.9599609375,1888140000
2017/12/21,6972.8798828125,6992.6298828125,6961.2099609375,6965.35986328125,1827410000
2017/12/22,6958.02001953125,6962.259765625,6944.4501953125,6959.9599609375,1541880000
2017/12/26,6928.919921875,6942.14013671875,6915.56005859375,6936.25,1301000000
2017/12/27,6941.4501953125,6955.3798828125,6931.33984375,6939.33984375,1411010000
2017/12/28,6953.3798828125,6954.7998046875,6936.75,6950.16015625,1319870000
2017/12/29,6952.60986328125,6954.97998046875,6903.39013671875,6903.39013671875,1575290000
2018/01/02,6937.64990234375,7006.91015625,6924.080078125,7006.89990234375,1929700000
2018/01/03,7017.06982421875,7069.14990234375,7016.7001953125,7065.52978515625,2173130000
2018/01/04,7089.5,7098.0498046875,7072.3798828125,7077.91015625,2103220000
2018/01/05,7105.740234375,7137.0400390625,7097.080078125,7136.56005859375,2024000000
2018/01/08,7135.3798828125,7161.35009765625,7124.08984375,7157.39013671875,2055010000
2018/01/09,7174.18994140625,7181.14013671875,7148.2998046875,7163.580078125,2155810000
2018/01/10,7129.830078125,7154.240234375,7111.52001953125,7153.56982421875,2132430000
2018/01/11,7168.72998046875,7211.77978515625,7163.22998046875,7211.77978515625,2015170000
2018/01/12,7208.169921875,7265.259765625,7205.18017578125,7261.06005859375,1986600000
2018/01/16,7307.18994140625,7330.330078125,7205.93017578125,7223.68994140625,2399790000
2018/01/17,7257.77001953125,7309.35986328125,7229.31982421875,7298.27978515625,2245910000
2018/01/18,7293.64990234375,7313.89013671875,7276.10986328125,7296.0498046875,2037410000
2018/01/19,7312.0,7336.3798828125,7297.27978515625,7336.3798828125,2005470000
2018/01/22,7338.0400390625,7408.02978515625,7332.81005859375,7408.02978515625,2118310000
2018/01/23,7424.9501953125,7465.39013671875,7423.18017578125,7460.2900390625,2135840000
2018/01/24,7474.16015625,7486.31982421875,7376.75,7415.06005859375,2287320000
2018/01/25,7457.9501953125,7458.52978515625,7388.580078125,7411.16015625,2081380000
2018/01/26,7448.330078125,7505.77001953125,7431.22021484375,7505.77001953125,2080700000
2018/01/29,7484.47021484375,7500.60986328125,7455.5498046875,7466.509765625,2114420000
2018/01/30,7388.89013671875,7433.64990234375,7373.990234375,7402.47998046875,2183420000
2018/01/31,7443.25,7453.990234375,7381.1201171875,7411.47998046875,2428990000
2018/02/01,7377.169921875,7441.08984375,7362.27978515625,7385.85986328125,2311180000
2018/02/02,7347.58984375,7364.43017578125,7238.18017578125,7240.9501953125,2607160000
2018/02/05,7165.9599609375,7277.35986328125,6967.52978515625,6967.52978515625,3143210000
2018/02/06,6837.56005859375,7126.5498046875,6824.81982421875,7115.8798828125,3148270000
2018/02/07,7086.2001953125,7170.33984375,7051.52978515625,7051.97998046875,2380020000
2018/02/08,7067.2998046875,7073.990234375,6776.77001953125,6777.16015625,2730740000
2018/02/09,6863.33984375,6917.009765625,6630.669921875,6874.490234375,3165330000
2018/02/12,6936.68017578125,7023.6201171875,6879.68994140625,6981.9599609375,2250650000
2018/02/13,6942.16015625,7025.68017578125,6938.16015625,7013.509765625,1830320000
2018/02/14,6979.240234375,7152.0498046875,6977.06982421875,7143.6201171875,2217630000
2018/02/15,7200.75,7256.93017578125,7130.39013671875,7256.43017578125,2124060000
2018/02/16,7236.509765625,7303.259765625,7226.3798828125,7239.47021484375,2037710000
2018/02/20,7209.02978515625,7295.9501953125,7206.0,7234.31005859375,1921870000
2018/02/21,7258.47998046875,7338.64013671875,7218.10986328125,7218.22998046875,1956120000
2018/02/22,7252.4599609375,7280.93017578125,7194.83984375,7210.08984375,1927580000
2018/02/23,7261.35009765625,7337.830078125,7232.5,7337.39013671875,1887540000
2018/02/26,7373.2998046875,7421.85009765625,7360.25,7421.4599609375,1876560000
2018/02/27,7416.169921875,7438.08984375,7330.35009765625,7330.35009765625,2162250000
2018/02/28,7371.41015625,7386.7998046875,7273.009765625,7273.009765625,2384940000
2018/03/01,7274.75,7307.85009765625,7117.66015625,7180.56005859375,2499010000
2018/03/02,7099.5400390625,7267.18994140625,7084.830078125,7257.8701171875,2291480000
2018/03/05,7222.89013671875,7350.06982421875,7205.31005859375,7330.7099609375,2076870000
2018/03/06,7366.60986328125,7378.02978515625,7319.68017578125,7372.009765625,2132920000
2018/03/07,7311.740234375,7403.7900390625,7311.740234375,7396.64990234375,2198610000
2018/03/08,7422.77001953125,7435.009765625,7391.5,7427.9501953125,2277740000
2018/03/09,7475.97998046875,7560.81005859375,7469.02978515625,7560.81005859375,2310050000
2018/03/12,7581.0400390625,7609.10009765625,7563.43994140625,7588.31982421875,2314480000
2018/03/13,7627.52001953125,7637.27001953125,7492.97998046875,7511.009765625,2459220000
2018/03/14,7539.77978515625,7544.89013671875,7473.89990234375,7496.81005859375,2112950000
2018/03/15,7509.240234375,7525.43994140625,7463.18994140625,7481.740234375,2008290000
2018/03/16,7504.3701171875,7514.2099609375,7473.68017578125,7481.990234375,3089970000
2018/03/19,7419.2001953125,7421.22998046875,7285.27001953125,7344.240234375,2352810000
2018/03/20,7353.25,7380.740234375,7331.240234375,7364.2998046875,1976000000
2018/03/21,7347.5,7415.66015625,7325.35009765625,7345.2900390625,1999230000
2018/03/22,7257.5498046875,7303.18994140625,7164.3798828125,7166.68017578125,2370970000
2018/03/23,7170.68017578125,7194.31005859375,6992.669921875,6992.669921875,2455760000
2018/03/26,7125.2001953125,7225.830078125,7022.33984375,7220.5400390625,2341370000
2018/03/27,7255.47021484375,7255.5400390625,6963.68017578125,7008.81005859375,2347480000
2018/03/28,6978.2998046875,7036.08984375,6901.06982421875,6949.22998046875,2551950000
2018/03/29,6984.66015625,7120.4599609375,6935.77978515625,7063.4501953125,2593390000
2018/04/02,7016.169921875,7044.7099609375,6805.9599609375,6870.1201171875,2402670000
2018/04/03,6924.35009765625,6963.7099609375,6835.22998046875,6941.27978515625,2330900000
2018/04/04,6811.77001953125,7059.2900390625,6811.77001953125,7042.10986328125,2261580000
2018/04/05,7099.25,7112.3798828125,7036.6201171875,7076.5498046875,2153030000
2018/04/06,6999.56982421875,7066.64013671875,6877.759765625,6915.10986328125,2359780000
2018/04/09,6971.4501953125,7074.9501953125,6944.9599609375,6950.33984375,2089220000
2018/04/10,7060.990234375,7117.97998046875,7014.8798828125,7094.2998046875,2252020000
2018/04/11,7055.0,7128.5400390625,7055.0,7069.02978515625,1882090000
2018/04/12,7112.02001953125,7166.0,7105.08984375,7140.25,2027080000
2018/04/13,7179.6201171875,7183.6201171875,7078.14013671875,7106.64990234375,1768160000
2018/04/16,7153.8701171875,7178.509765625,7115.85009765625,7156.27978515625,1800450000
2018/04/17,7215.1201171875,7298.58984375,7206.5498046875,7281.10009765625,1935380000
2018/04/18,7292.3798828125,7319.580078125,7259.89990234375,7295.240234375,1908700000
2018/04/19,7258.60986328125,7277.4501953125,7215.169921875,7238.06005859375,1982090000
2018/04/20,7220.64013671875,7222.990234375,7123.490234375,7146.1298828125,1935160000
2018/04/23,7173.990234375,7195.72021484375,7094.43017578125,7128.60009765625,1744480000
2018/04/24,7160.77001953125,7171.669921875,6961.52001953125,7007.35009765625,2154270000
2018/04/25,7009.990234375,7030.740234375,6926.97021484375,7003.740234375,2055840000
2018/04/26,7080.490234375,7143.93994140625,7055.66015625,7118.68017578125,2141220000
2018/04/27,7195.52001953125,7197.14990234375,7083.9501953125,7119.7998046875,2050350000
2018/04/30,7133.9501953125,7169.7998046875,7065.41015625,7066.27001953125,1998570000
2018/05/01,7053.64990234375,7133.27001953125,7036.18017578125,7130.7001953125,1932660000
2018/05/02,7138.4501953125,7169.4599609375,7094.72021484375,7100.89990234375,2157860000
2018/05/03,7065.02978515625,7112.58984375,6991.14013671875,7088.14990234375,2355780000
2018/05/04,7065.669921875,7228.259765625,7057.89013671875,7209.6201171875,2040520000
2018/05/07,7241.81982421875,7291.740234375,7235.759765625,7265.2099609375,1950650000
2018/05/08,7255.33984375,7278.81005859375,7224.7001953125,7266.89990234375,2070970000
2018/05/09,7281.52978515625,7344.7998046875,7259.0498046875,7339.91015625,2250260000
2018/05/10,7355.89990234375,7414.14990234375,7353.6298828125,7404.97021484375,2250450000
2018/05/11,7393.97021484375,7417.669921875,7372.259765625,7402.8798828125,2085350000
2018/05/14,7429.4501953125,7458.419921875,7401.89013671875,7411.31982421875,2085850000
2018/05/15,7361.2998046875,7363.52001953125,7320.97021484375,7351.6298828125,2120380000
2018/05/16,7356.22021484375,7413.31982421875,7356.16015625,7398.2998046875,2103060000
2018/05/17,7379.580078125,7425.39013671875,7350.4599609375,7382.47021484375,1958970000
2018/05/18,7364.33984375,7381.16015625,7343.97021484375,7354.33984375,1982190000
2018/05/21,7406.33984375,7431.830078125,7368.2099609375,7394.0400390625,1997220000
2018/05/22,7420.85009765625,7432.52978515625,7370.330078125,7378.4599609375,1927420000
2018/05/23,7335.02978515625,7426.77978515625,7334.6201171875,7425.9599609375,1997090000
2018/05/24,7421.990234375,7435.3798828125,7357.5,7424.43017578125,2035460000
2018/05/25,7422.2001953125,7452.85009765625,7415.580078125,7433.85009765625,1771950000
2018/05/29,7398.509765625,7435.1298828125,7354.2900390625,7396.58984375,2095380000
2018/05/30,7428.41015625,7473.81005859375,7423.669921875,7462.4501953125,2058300000
2018/05/31,7455.580078125,7492.419921875,7431.41015625,7442.1201171875,2533360000
2018/06/01,7487.66015625,7557.3798828125,7487.22998046875,7554.330078125,2212330000
2018/06/04,7570.080078125,7607.169921875,7561.2001953125,7606.4599609375,2152170000
2018/06/05,7621.35986328125,7644.47998046875,7602.3798828125,7637.85986328125,2063270000
2018/06/06,7652.7998046875,7691.64990234375,7622.31005859375,7689.240234375,2198100000
2018/06/07,7697.41015625,7697.41015625,7597.66015625,7635.06982421875,2339720000
2018/06/08,7607.740234375,7653.580078125,7595.14013671875,7645.509765625,1949810000
2018/06/11,7647.240234375,7677.2900390625,7642.8701171875,7659.93017578125,1959360000
2018/06/12,7673.8701171875,7708.25,7669.52978515625,7703.7900390625,2019890000
2018/06/13,7713.89990234375,7748.9599609375,7686.64990234375,7695.7001953125,2197830000
2018/06/14,7723.52978515625,7768.60009765625,7723.52978515625,7761.0400390625,2193630000
2018/06/15,7725.02978515625,7755.72021484375,7704.33984375,7746.3798828125,3049870000
2018/06/18,7692.9599609375,7749.35986328125,7676.830078125,7747.02978515625,2102660000
2018/06/19,7658.47021484375,7727.41015625,7635.72998046875,7725.58984375,2283340000
2018/06/20,7764.14990234375,7806.60009765625,7755.47998046875,7781.509765625,2316420000
2018/06/21,7800.2998046875,7803.4501953125,7699.2001953125,7712.9501953125,2349640000
2018/06/22,7739.68994140625,7739.7099609375,7679.1201171875,7692.81982421875,3956300000
2018/06/25,7631.1201171875,7639.72998046875,7477.72998046875,7532.009765625,2423190000
2018/06/26,7553.740234375,7597.490234375,7527.0,7561.6298828125,2068870000
2018/06/27,7586.330078125,7610.669921875,7444.169921875,7445.080078125,2319650000
2018/06/28,7438.10986328125,7526.06982421875,7419.56005859375,7503.68017578125,2208870000
2018/06/29,7544.1298828125,7573.58984375,7502.9501953125,7510.2998046875,2208820000
2018/07/02,7451.89990234375,7568.10009765625,7443.10009765625,7567.68994140625,1777880000
2018/07/03,7593.6298828125,7594.330078125,7498.5,7502.669921875,1171420000
2018/07/05,7550.66015625,7589.18994140625,7511.43017578125,7586.43017578125,1754690000
2018/07/06,7595.93017578125,7695.81005859375,7588.64990234375,7688.39013671875,1718600000
2018/07/09,7731.740234375,7757.27978515625,7702.06005859375,7756.2001953125,1844440000
2018/07/10,7770.6298828125,7777.47998046875,7731.97998046875,7759.2001953125,1735230000
2018/07/11,7698.509765625,7748.16015625,7696.580078125,7716.60986328125,1768480000
2018/07/12,7752.7099609375,7825.669921875,7746.759765625,7823.919921875,1930830000
2018/07/13,7827.6201171875,7843.52001953125,7803.33984375,7825.97998046875,1727500000
2018/07/16,7831.740234375,7838.81982421875,7791.97998046875,7805.72021484375,1739360000
2018/07/17,7751.97021484375,7867.14990234375,7749.60986328125,7855.1201171875,1752210000
2018/07/18,7859.43017578125,7863.77001953125,7822.830078125,7854.43994140625,1881110000
2018/07/19,7829.7998046875,7849.85009765625,7811.14990234375,7825.2998046875,1886300000
2018/07/20,7843.080078125,7860.25,7815.85986328125,7820.2001953125,1796530000
2018/07/23,7806.93017578125,7846.759765625,7776.5498046875,7841.8701171875,1668270000
2018/07/24,7914.35009765625,7928.7900390625,7814.330078125,7840.77001953125,2021890000
2018/07/25,7839.08984375,7933.31005859375,7838.759765625,7932.240234375,1943820000
2018/07/26,7848.0400390625,7881.2998046875,7834.080078125,7852.18017578125,2289370000
2018/07/27,7889.75,7889.75,7698.9599609375,7737.419921875,2193410000
2018/07/30,7735.27001953125,7740.259765625,7604.240234375,7630.0,2154140000
2018/07/31,7654.58984375,7709.490234375,7614.83984375,7671.7900390625,2208610000
2018/08/01,7701.81982421875,7732.68017578125,7670.7099609375,7707.2900390625,2228950000
2018/08/02,7659.52001953125,7808.85009765625,7659.52001953125,7802.68994140625,2115490000
2018/08/03,7819.22998046875,7824.06005859375,7783.2998046875,7812.009765625,2035870000
2018/08/06,7809.5400390625,7859.68017578125,7801.8798828125,7859.68017578125,2245300000
2018/08/07,7878.6201171875,7898.2001953125,7868.64990234375,7883.66015625,2206400000
2018/08/08,7880.0,7901.68994140625,7864.4599609375,7888.330078125,2098100000
2018/08/09,7886.52001953125,7923.35009765625,7881.06005859375,7891.77978515625,2048170000
2018/08/10,7834.7099609375,7866.18994140625,7818.3701171875,7839.10986328125,2107530000
2018/08/13,7848.0,7888.66015625,7814.27001953125,7819.7099609375,1934100000
2018/08/14,7847.8798828125,7878.22998046875,7815.5,7870.89013671875,1938840000
2018/08/15,7810.02001953125,7832.66015625,7732.68994140625,7774.1201171875,2294100000
2018/08/16,7826.9501953125,7849.669921875,7795.740234375,7806.52001953125,1991410000
2018/08/17,7786.64013671875,7830.77978515625,7752.68017578125,7816.330078125,1850770000
