Date,Open,High,Low,Close,Volume
2017/12/18,24739.560546875,24876.0703125,24739.560546875,24792.19921875,354880000
2017/12/19,24834.380859375,24850.109375,24715.599609375,24754.75,335330000
2017/12/20,24838.08984375,24852.439453125,24697.109375,24726.650390625,341790000
2017/12/21,24778.259765625,24850.91015625,24766.26953125,24782.2890625,339530000
2017/12/22,24764.0390625,24784.150390625,24717.509765625,24754.060546875,255140000
2017/12/26,24715.83984375,24778.130859375,24708.419921875,24746.2109375,208290000
2017/12/27,24766.51953125,24789.51953125,24731.6796875,24774.30078125,225890000
2017/12/28,24807.2109375,24839.23046875,24797.130859375,24837.509765625,200960000
2017/12/29,24849.630859375,24871.66015625,24719.220703125,24719.220703125,270760000
2018/01/02,24809.349609375,24864.189453125,24741.69921875,24824.009765625,341130000
2018/01/03,24850.44921875,24941.919921875,24825.55078125,24922.6796875,456790000
2018/01/04,24964.859375,25105.9609375,24963.26953125,25075.130859375,403280000
2018/01/05,25114.919921875,25299.7890625,25112.009765625,25295.869140625,358020000
2018/01/08,25308.400390625,25311.990234375,25235.41015625,25283.0,341390000
2018/01/09,25312.05078125,25439.779296875,25308.41015625,25385.80078125,333490000
2018/01/10,25348.130859375,25404.919921875,25256.990234375,25369.130859375,341470000
2018/01/11,25398.599609375,25575.419921875,25396.189453125,25574.73046875,346830000
2018/01/12,25638.390625,25810.4296875,25633.080078125,25803.189453125,376390000
2018/01/16,25987.619140625,26086.119140625,25702.990234375,25792.859375,606520000
2018/01/17,25910.779296875,26130.44921875,25865.01953125,26115.650390625,522720000
2018/01/18,26149.55078125,26153.419921875,25947.3203125,26017.810546875,492780000
2018/01/19,25987.349609375,26071.720703125,25942.830078125,26071.720703125,585000000
2018/01/22,26025.3203125,26215.23046875,25974.650390625,26214.599609375,431200000
2018/01/23,26214.869140625,26246.189453125,26143.900390625,26210.810546875,433490000
2018/01/24,26282.0703125,26392.80078125,26106.939453125,26252.119140625,518790000
2018/01/25,26313.060546875,26458.25,26259.720703125,26392.7890625,401390000
2018/01/26,26466.740234375,26616.7109375,26425.349609375,26616.7109375,477780000
2018/01/29,26584.279296875,26608.900390625,26435.33984375,26439.48046875,421000000
2018/01/30,26198.44921875,26256.990234375,26028.419921875,26076.890625,448330000
2018/01/31,26268.169921875,26338.029296875,26050.98046875,26149.390625,479130000
2018/02/01,26083.0390625,26306.69921875,26014.439453125,26186.7109375,410620000
2018/02/02,26061.7890625,26061.7890625,25490.66015625,25520.9609375,522880000
2018/02/05,25337.869140625,25520.529296875,23923.880859375,24345.75,714450000
2018/02/06,24085.169921875,24946.23046875,23778.740234375,24912.76953125,823940000
2018/02/07,24892.869140625,25293.9609375,24785.439453125,24893.349609375,504620000
